Unnamed: 0,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall,change_in_direction
1647,188,-1.5709655798445965e-14,33.0,30.0,29.0,25.3,77.0,38.0,10.0,170.0,15.3,0,50.0
1648,189,-6.161737786669619e-15,32.2,28.9,26.9,25.6,77.0,47.0,8.8,100.0,16.0,0,70.0
1649,190,-5.384581669432009e-15,32.8,29.1,26.4,25.7,84.0,88.0,2.2,210.0,9.5,1,110.0
1650,191,-4.107825191113079e-15,33.3,29.4,28.4,25.2,81.0,80.0,6.9,220.0,16.0,1,10.0
1651,192,-5.051514762044462e-15,32.1,29.3,27.4,25.4,84.0,80.0,6.5,220.0,17.2,1,0.0
1652,193,-6.161737786669619e-15,32.0,29.1,27.1,26.1,81.0,82.0,2.2,230.0,17.3,1,10.0
1653,194,-4.829470157119431e-15,33.0,30.7,28.4,24.5,72.0,32.0,10.4,260.0,21.8,0,30.0
1654,195,-6.38378239159465e-15,33.5,30.1,27.8,24.5,74.0,43.0,10.8,20.0,8.0,0,240.0
1655,196,-5.2735593669694936e-15,32.0,29.4,27.5,25.4,79.0,78.0,6.4,10.0,11.1,1,10.0
1656,197,-4.718447854656915e-15,33.4,30.2,28.2,24.5,82.0,78.0,8.8,230.0,22.1,1,220.0
1657,198,-5.384581669432009e-15,33.3,30.1,27.9,24.3,75.0,48.0,10.1,220.0,15.8,0,10.0
1658,199,-4.9404924595819466e-15,32.2,29.6,26.8,24.8,78.0,44.0,10.0,190.0,11.0,0,30.0
1659,200,-8.1601392309949e-15,35.8,30.2,28.8,24.9,80.0,33.0,11.4,230.0,14.5,0,40.0
1660,201,-1.6930901125533637e-14,35.2,31.0,28.1,26.1,77.0,57.0,10.1,160.0,12.0,1,70.0
1661,202,-6.5503158452884236e-15,35.6,31.3,26.9,26.3,80.0,83.0,6.5,20.0,25.5,1,140.0
1662,203,-2.9976021664879227e-15,31.7,28.4,26.0,25.4,84.0,84.0,2.2,40.0,17.2,0,20.0
1663,204,-7.93809462606987e-15,33.0,28.2,26.2,24.4,75.0,72.0,8.5,220.0,9.8,0,180.0
1664,205,-2.1649348980190553e-15,34.0,31.1,26.8,26.1,87.0,80.0,8.3,160.0,13.0,1,60.0
1665,206,-4.107825191113079e-15,32.2,28.2,26.3,25.6,86.0,85.0,1.0,220.0,7.9,1,60.0
1666,207,-2.7755575615628914e-15,31.5,28.9,26.7,25.7,89.0,81.0,2.5,100.0,24.4,1,120.0
1667,208,-3.552713678800501e-15,31.0,29.6,26.9,26.5,81.0,77.0,4.6,90.0,19.8,1,10.0
1668,209,-9.658940314238862e-15,32.4,30.0,29.2,25.2,82.0,81.0,3.6,200.0,15.3,1,110.0
1669,210,-8.382183835919932e-15,30.6,28.8,25.2,25.1,65.0,55.0,3.4,70.0,18.0,0,130.0
1670,211,-2.7755575615628914e-15,31.9,28.3,26.6,24.3,85.0,88.0,1.0,80.0,14.6,1,10.0
1671,212,-5.717648576819556e-15,31.5,28.4,26.8,24.3,81.0,82.0,6.0,230.0,25.2,1,150.0
1672,213,-8.715250743307479e-15,30.0,29.9,28.1,25.8,82.0,69.0,6.9,300.0,17.2,1,70.0
1673,214,-9.43689570931383e-15,28.7,27.4,25.4,24.4,89.0,87.0,0.1,220.0,22.5,1,80.0
1674,215,-5.9396931817445875e-15,31.0,28.1,26.8,25.9,79.0,87.0,1.5,220.0,25.1,1,0.0
1675,216,-8.049116928532385e-15,31.8,28.3,26.7,25.3,81.0,88.0,3.6,220.0,12.6,1,0.0
1676,217,-6.050715484207103e-15,31.7,29.8,27.7,23.4,81.0,70.0,9.4,130.0,10.0,1,90.0
1677,218,-5.717648576819556e-15,32.0,29.8,28.1,25.3,81.0,78.0,6.7,300.0,21.9,1,170.0
1678,219,-7.605027718682322e-15,35.1,31.0,26.5,25.0,76.0,60.0,10.8,60.0,12.6,1,240.0
1679,220,-1.3933298959045715e-14,33.9,30.6,26.3,24.8,74.0,41.0,9.8,70.0,12.3,0,10.0
1680,221,-9.325873406851315e-15,31.9,28.2,25.6,23.3,81.0,40.0,9.8,280.0,8.3,0,210.0
1681,222,-8.715250743307479e-15,28.6,27.8,25.4,25.3,91.0,88.0,0.1,190.0,11.7,1,90.0
1682,223,-6.5503158452884236e-15,30.7,27.8,26.5,24.5,84.0,87.0,0.3,230.0,20.4,1,40.0
1683,224,-6.38378239159465e-15,31.4,28.3,26.5,25.0,81.0,88.0,3.2,220.0,15.7,1,10.0
1684,225,-6.161737786669619e-15,29.6,26.5,25.0,23.2,78.0,43.0,9.8,110.0,8.9,0,110.0
1685,226,-5.9396931817445875e-15,30.1,26.8,24.5,24.1,81.0,67.0,7.5,100.0,6.1,1,10.0
1686,227,-9.547918011776346e-15,29.1,26.5,25.5,25.4,89.0,88.0,0.8,60.0,19.3,1,40.0
1687,228,-6.161737786669619e-15,28.2,26.0,24.8,24.7,89.0,84.0,1.2,180.0,8.1,1,120.0
1688,229,-3.552713678800501e-15,29.7,27.8,26.4,25.8,73.0,78.0,6.8,100.0,8.9,0,80.0
1689,230,-5.717648576819556e-15,29.5,26.5,25.4,25.4,84.0,88.0,1.1,80.0,22.5,1,20.0
1690,231,-6.8833827526759706e-15,32.1,29.5,28.4,23.1,79.0,60.0,7.5,180.0,22.0,1,100.0
1691,232,-2.886579864025407e-15,30.8,27.7,25.5,23.1,84.0,72.0,8.5,140.0,11.8,1,40.0
1692,233,-4.6074255521944e-15,31.0,29.8,28.2,24.5,78.0,78.0,7.7,220.0,26.4,1,80.0
1693,234,-5.495603971894525e-15,32.9,29.4,26.7,25.8,78.0,84.0,3.6,220.0,20.0,1,0.0
1694,235,-2.7755575615628914e-15,29.1,26.7,24.8,23.3,79.0,78.0,4.6,220.0,25.2,1,0.0
1695,236,-2.886579864025407e-15,28.3,27.2,25.9,22.5,75.0,32.0,8.5,20.0,5.7,0,200.0
1696,237,-5.384581669432009e-15,31.2,28.1,26.9,25.8,86.0,83.0,2.5,220.0,38.0,1,200.0
1697,238,-3.552713678800501e-15,30.3,27.6,25.5,21.9,80.0,68.0,7.6,60.0,36.0,1,160.0
1698,239,-9.43689570931383e-16,28.5,25.9,24.5,22.9,82.0,60.0,9.3,60.0,15.0,0,0.0
1699,240,-2.7755575615628914e-16,31.3,28.7,26.9,24.7,76.0,75.0,2.8,120.0,18.8,1,60.0
1700,241,-3.885780586188048e-16,31.7,28.0,26.8,24.4,76.0,46.0,8.8,220.0,30.5,1,100.0
1701,242,-2.3869795029440866e-15,30.8,28.2,26.9,25.2,78.0,76.0,3.9,200.0,25.0,1,20.0
1702,243,-6.38378239159465e-15,29.2,28.2,26.7,25.9,85.0,88.0,0.4,70.0,28.4,1,130.0
1703,244,-2.3869795029440866e-15,27.9,26.6,25.4,25.6,90.0,85.0,1.2,190.0,15.0,1,120.0
1704,245,1.3877787807814457e-15,31.9,28.0,26.5,24.8,74.0,46.0,7.6,50.0,12.6,0,140.0
1705,246,-6.106226635438361e-16,31.7,28.3,26.8,25.3,81.0,84.0,2.1,140.0,8.1,0,90.0
1706,247,-2.3869795029440866e-15,31.5,28.7,26.4,24.5,82.0,84.0,3.6,180.0,13.9,1,40.0
1707,248,-4.107825191113079e-15,31.3,29.7,26.8,24.5,77.0,83.0,0.7,220.0,37.0,1,40.0
1708,249,-8.382183835919932e-15,31.0,29.7,28.0,26.3,73.0,88.0,2.1,230.0,38.3,1,10.0
1709,250,-7.93809462606987e-15,29.4,27.5,25.8,25.5,86.0,82.0,1.6,70.0,13.0,1,160.0
1710,251,-8.1601392309949e-15,30.6,28.6,26.4,24.8,80.0,83.0,0.6,190.0,23.9,1,120.0
1711,252,-6.994405055138486e-15,30.4,28.8,26.8,24.8,58.0,46.0,9.1,230.0,16.0,0,40.0
1712,253,-2.3869795029440866e-15,32.0,29.8,26.8,22.1,73.0,50.0,10.0,10.0,12.0,0,220.0
1713,254,-3.885780586188048e-15,29.3,27.8,26.3,25.4,82.0,83.0,3.1,90.0,20.7,0,80.0
1714,255,-2.275957200481571e-15,29.7,27.9,25.8,25.5,81.0,88.0,2.5,80.0,15.7,1,10.0
1715,256,-6.161737786669619e-15,29.7,26.9,24.3,24.4,87.0,78.0,3.5,220.0,37.9,1,140.0
1716,257,-5.495603971894525e-15,30.1,28.0,27.9,26.3,91.0,89.0,2.1,80.0,25.0,1,140.0
1717,258,-2.609024107869118e-15,28.9,26.7,24.8,23.9,86.0,65.0,5.2,90.0,50.7,1,10.0
1718,259,6.106226635438361e-16,27.6,26.4,25.5,25.8,93.0,88.0,0.4,100.0,16.1,1,10.0
1719,260,-8.715250743307479e-15,28.8,27.5,26.0,25.0,93.0,88.0,0.0,230.0,25.0,1,130.0
1720,261,-1.4988010832439613e-15,28.2,26.4,25.4,24.4,89.0,90.0,1.2,40.0,19.8,1,190.0
1721,262,-6.050715484207103e-15,29.5,26.6,24.9,24.2,82.0,87.0,0.4,220.0,13.2,1,180.0
1722,263,-9.43689570931383e-15,28.7,25.3,23.5,22.3,88.0,84.0,1.2,30.0,7.9,1,190.0
1723,264,4.385380947269368e-15,31.3,28.0,25.5,26.3,84.0,89.0,2.2,170.0,13.8,1,140.0
1724,265,5.051514762044462e-15,27.5,26.2,24.0,23.2,77.0,53.0,11.0,230.0,11.1,0,60.0
1725,266,3.608224830031759e-15,31.1,28.8,26.1,24.3,82.0,79.0,5.0,300.0,10.3,0,70.0
1726,267,3.0531133177191805e-15,30.0,28.3,26.8,24.7,79.0,49.0,4.2,180.0,31.7,1,120.0
1727,268,3.164135620181696e-15,30.5,26.8,24.2,23.1,76.0,56.0,5.7,180.0,23.2,1,0.0
1728,269,5.6066262743570405e-15,26.0,24.4,22.4,22.3,92.0,89.0,0.4,80.0,25.1,1,100.0
1729,270,4.718447854656915e-15,30.3,27.1,24.8,24.8,81.0,72.0,7.7,230.0,11.9,0,150.0
1730,271,-2.275957200481571e-15,26.2,23.9,22.9,22.8,93.0,84.0,1.6,80.0,41.3,1,150.0
1731,272,5.828670879282072e-15,29.8,27.9,26.3,23.1,78.0,79.0,3.6,70.0,11.1,0,10.0
1732,273,2.3314683517128287e-15,28.2,26.6,25.4,25.4,87.0,82.0,0.3,80.0,25.1,1,10.0
1733,274,4.718447854656915e-15,24.9,22.8,21.1,19.9,81.0,83.0,2.4,60.0,23.7,1,20.0
1734,275,4.163336342344337e-15,24.4,23.9,21.3,19.6,79.0,47.0,9.5,80.0,9.1,0,20.0
1735,276,2.7755575615628914e-15,28.7,26.0,25.3,22.8,89.0,81.0,2.1,220.0,17.2,1,140.0
1736,277,-1.7208456881689926e-15,30.8,27.0,24.0,20.6,75.0,48.0,9.1,10.0,21.6,0,210.0
1737,278,3.608224830031759e-15,26.6,25.4,24.7,21.4,79.0,77.0,3.4,80.0,27.1,1,70.0
1738,279,4.718447854656915e-15,27.7,24.2,23.8,22.4,83.0,82.0,7.6,80.0,15.9,1,0.0
1739,280,3.164135620181696e-15,25.1,23.1,21.1,21.8,80.0,61.0,7.8,80.0,12.1,0,0.0
1740,281,3.941291737419306e-15,29.8,25.4,23.7,21.4,77.0,83.0,6.0,70.0,15.5,1,10.0
1741,282,3.497202527569243e-15,26.3,25.8,24.5,22.0,83.0,80.0,6.5,70.0,28.4,1,0.0
1742,283,-2.275957200481571e-15,28.6,25.3,22.5,22.9,80.0,67.0,8.8,80.0,33.4,1,10.0
1743,284,7.049916206369744e-15,26.6,24.9,22.3,19.5,76.0,44.0,8.8,50.0,18.0,1,30.0
1744,285,5.828670879282072e-15,26.6,24.3,23.1,19.7,79.0,78.0,3.0,80.0,29.0,1,30.0
1745,286,-3.4416913763379853e-15,28.3,25.5,23.2,19.6,74.0,49.0,7.8,90.0,39.5,1,10.0
1746,287,-6.106226635438361e-16,28.7,25.9,24.0,23.2,80.0,81.0,1.0,70.0,15.9,1,20.0
1747,288,6.106226635438361e-16,28.2,24.1,22.5,20.8,83.0,71.0,6.8,90.0,22.0,1,20.0
1748,289,1.5543122344752192e-15,25.3,23.3,22.3,20.4,78.0,80.0,1.0,40.0,29.7,1,50.0
1749,290,1.6653345369377348e-15,27.1,24.5,21.0,21.6,81.0,81.0,3.5,40.0,13.2,1,0.0
1750,291,4.6074255521944e-15,27.7,25.9,23.4,21.1,81.0,86.0,2.5,80.0,24.5,1,40.0
1751,292,-6.106226635438361e-16,30.2,26.3,24.2,21.8,83.0,84.0,3.1,70.0,14.5,1,10.0
1752,293,-3.6637359812630166e-15,30.6,27.0,25.5,23.4,84.0,58.0,7.7,100.0,14.8,0,30.0
1753,294,-1.1657341758564144e-15,26.7,24.5,23.7,22.6,77.0,84.0,3.5,80.0,22.0,1,20.0
1754,295,5.051514762044462e-15,26.8,24.5,23.1,22.2,82.0,81.0,1.6,80.0,26.7,1,0.0
1755,296,3.608224830031759e-15,26.0,24.8,23.7,21.4,85.0,83.0,0.0,70.0,31.7,0,10.0
1756,297,4.052314039881821e-15,28.9,25.2,23.7,19.1,87.0,82.0,2.0,70.0,16.2,0,0.0
1757,298,1.3877787807814457e-15,28.2,25.5,24.0,22.1,87.0,80.0,3.5,40.0,15.8,1,30.0
1758,299,1.887379141862766e-15,26.3,23.1,21.3,20.7,91.0,88.0,0.0,50.0,20.5,1,10.0
1759,300,5.9396931817445875e-15,24.5,23.7,20.4,16.0,93.0,88.0,2.9,50.0,25.0,1,0.0
1760,301,5.2735593669694936e-15,27.4,25.8,24.2,23.7,88.0,84.0,3.9,80.0,14.5,1,30.0
1761,302,4.6074255521944e-15,25.3,24.9,22.8,21.6,82.0,83.0,3.5,50.0,8.3,0,30.0
1762,303,3.164135620181696e-15,27.2,25.4,24.0,22.9,84.0,85.0,3.4,40.0,8.0,1,10.0
1763,304,4.6074255521944e-15,26.8,25.8,22.1,21.3,81.0,88.0,2.4,70.0,8.6,1,30.0
1764,305,6.050715484207103e-15,28.4,25.9,23.1,21.6,84.0,81.0,2.3,70.0,7.9,1,0.0
1765,306,8.326672684688674e-16,28.2,26.6,23.4,23.8,79.0,47.0,4.9,70.0,24.8,0,0.0
1766,307,1.6653345369377348e-15,27.9,26.1,25.2,23.5,89.0,88.0,2.4,80.0,21.8,1,10.0
1767,308,3.941291737419306e-15,29.1,26.0,24.9,23.3,84.0,77.0,4.6,70.0,12.4,1,10.0
1768,309,1.1657341758564144e-15,29.1,25.8,23.3,22.3,84.0,70.0,6.7,40.0,9.1,1,30.0
1769,310,1.887379141862766e-15,25.8,22.2,18.9,14.6,75.0,56.0,5.9,70.0,14.3,0,30.0
1770,311,8.326672684688674e-16,22.2,20.7,20.1,20.4,92.0,88.0,0.0,50.0,13.0,1,20.0
1771,312,3.83026943495679e-15,24.8,22.1,20.6,19.4,90.0,87.0,2.7,70.0,39.9,1,20.0
1772,313,8.326672684688674e-15,22.3,19.6,19.3,16.3,78.0,58.0,1.1,30.0,11.1,1,40.0
1773,314,3.608224830031759e-15,25.6,22.1,21.0,19.8,92.0,88.0,0.1,70.0,28.8,1,40.0
1774,315,5.495603971894525e-15,21.3,18.3,17.2,15.1,86.0,88.0,0.7,50.0,17.2,1,20.0
1775,316,4.9404924595819466e-15,21.5,20.9,19.3,19.3,91.0,84.0,1.1,70.0,33.4,1,20.0
1776,317,1.7763568394002505e-15,27.5,23.7,22.2,21.3,91.0,93.0,5.9,70.0,22.5,1,0.0
1777,318,8.881784197001252e-15,23.4,19.7,18.5,15.4,80.0,78.0,0.0,70.0,16.4,1,0.0
1778,319,2.220446049250313e-15,23.7,21.5,20.2,18.8,87.0,88.0,0.5,80.0,29.0,1,10.0
1779,320,6.938893903907228e-15,20.1,19.2,18.4,16.8,82.0,91.0,0.0,70.0,38.0,1,10.0
1780,321,7.66053886991358e-15,21.3,17.5,15.3,14.3,78.0,46.0,9.7,70.0,11.9,1,0.0
1781,322,4.6074255521944e-15,20.6,17.8,15.5,13.3,79.0,85.0,5.9,20.0,24.2,1,50.0
1782,323,4.274358644806853e-15,18.4,17.4,16.5,15.3,95.0,95.0,0.0,10.0,24.4,1,10.0
1783,324,4.829470157119431e-15,21.2,19.4,17.2,16.8,95.0,95.0,0.0,50.0,16.4,1,40.0
1784,325,5.495603971894525e-15,20.6,18.1,16.3,15.3,93.0,93.0,0.4,80.0,20.3,1,30.0
1785,326,5.2735593669694936e-15,18.5,18.0,17.2,16.4,95.0,95.0,0.0,40.0,13.0,1,40.0
1786,327,7.382983113757291e-15,20.7,18.6,17.7,14.2,70.0,38.0,9.1,20.0,24.5,0,20.0
1787,328,1.0158540675320182e-14,21.3,18.6,16.2,15.3,59.0,46.0,8.4,70.0,29.8,1,50.0
1788,329,3.941291737419306e-15,18.2,17.8,16.8,15.4,93.0,95.0,0.1,60.0,20.5,1,10.0
1789,330,7.549516567451064e-15,17.2,15.5,14.6,12.9,92.0,88.0,0.0,20.0,31.7,1,40.0
1790,331,9.048317650695026e-15,16.5,15.3,12.7,13.9,76.0,86.0,0.1,10.0,21.8,1,10.0
1791,332,7.771561172376096e-15,17.1,13.2,12.7,9.3,59.0,84.0,0.0,10.0,22.3,1,0.0
1792,333,1.3156142841808105e-14,20.3,18.0,17.7,13.5,75.0,77.0,1.0,20.0,26.0,1,10.0
1793,334,1.226796442210798e-14,17.1,15.0,14.4,13.4,75.0,59.0,8.7,60.0,29.7,0,40.0
1794,335,6.938893903907228e-15,16.2,15.4,14.6,12.0,95.0,95.0,0.0,50.0,15.7,1,10.0
1795,336,7.438494264988549e-15,17.3,16.6,15.3,13.6,92.0,86.0,0.0,20.0,28.4,1,30.0
1796,337,8.104628079763643e-15,18.8,16.1,14.7,12.1,75.0,81.0,1.6,30.0,13.8,1,10.0
1797,338,1.1546319456101628e-14,17.4,16.4,14.9,11.2,75.0,43.0,6.5,30.0,21.5,0,0.0
1798,339,9.825473767932635e-15,20.6,16.6,14.8,11.5,65.0,49.0,9.1,10.0,27.4,0,20.0
1799,340,1.1046719095020308e-14,17.4,14.8,11.6,11.6,77.0,88.0,0.1,50.0,25.1,1,40.0
1800,341,1.1546319456101628e-14,17.5,14.8,14.0,10.0,73.0,88.0,0.0,20.0,29.0,0,30.0
1801,342,9.658940314238862e-15,15.5,13.7,11.6,1.7,95.0,94.0,0.0,20.0,33.2,1,0.0
1802,343,5.384581669432009e-15,21.4,18.8,17.5,18.1,70.0,67.0,2.9,20.0,12.3,1,0.0
1803,344,1.0269562977782698e-14,21.4,19.4,18.6,17.4,70.0,59.0,5.7,20.0,10.3,0,0.0
1804,345,9.769962616701378e-15,18.0,14.8,13.6,11.6,75.0,88.0,0.0,30.0,20.0,1,10.0
1805,346,3.608224830031759e-15,23.5,22.2,20.1,18.0,75.0,79.0,4.5,80.0,25.5,1,50.0
1806,347,5.9396931817445875e-15,21.3,19.7,18.3,15.5,86.0,83.0,0.6,20.0,20.5,1,60.0
1807,348,8.548717289613705e-15,15.5,13.8,11.6,11.6,93.0,88.0,0.0,20.0,24.2,1,0.0
1808,349,7.771561172376096e-15,16.2,15.2,14.6,14.7,93.0,88.0,0.1,60.0,33.4,1,40.0
1809,350,7.771561172376096e-15,18.8,16.5,13.9,12.0,73.0,90.0,0.0,40.0,30.3,1,20.0
1810,351,1.0824674490095276e-14,20.6,18.8,16.4,15.0,58.0,57.0,9.0,60.0,19.2,0,20.0
1811,352,3.608224830031759e-15,22.3,20.7,20.4,19.6,90.0,88.0,0.0,50.0,28.3,1,10.0
1812,353,4.9404924595819466e-15,18.6,17.7,15.8,14.9,79.0,91.0,0.0,70.0,26.1,1,20.0
1813,354,3.497202527569243e-15,22.9,20.3,19.1,17.6,85.0,89.0,0.6,40.0,22.2,1,30.0
1814,355,9.769962616701378e-15,21.3,20.7,19.6,16.4,76.0,44.0,3.0,50.0,24.9,0,10.0
1815,356,1.1435297153639112e-14,20.3,20.5,17.8,14.5,77.0,86.0,0.0,60.0,34.3,1,10.0
1816,357,7.549516567451064e-15,19.6,18.0,16.4,13.3,77.0,91.0,0.0,20.0,28.6,1,40.0
1817,358,4.6074255521944e-15,20.6,16.8,14.6,12.1,79.0,80.0,2.3,60.0,33.0,1,40.0
1818,359,4.385380947269368e-15,17.5,16.4,15.8,15.9,85.0,91.0,1.5,50.0,19.0,1,10.0
1819,360,3.497202527569243e-15,16.7,15.5,14.8,13.6,97.0,93.0,0.0,50.0,25.1,1,0.0
1820,361,1.887379141862766e-15,17.5,16.6,15.6,15.5,95.0,88.0,0.0,60.0,37.7,1,10.0
1821,362,-2.275957200481571e-15,20.9,17.4,16.6,16.0,87.0,90.0,0.6,20.0,23.3,1,40.0
1822,363,-1.0547118733938987e-15,20.5,19.2,18.4,17.9,93.0,93.0,0.0,30.0,31.9,1,10.0
1823,364,8.326672684688674e-16,19.7,18.4,16.4,16.4,82.0,81.0,2.4,20.0,30.0,1,10.0
1824,365,-2.7755575615628914e-16,17.4,16.6,15.3,15.4,96.0,91.0,1.6,60.0,43.8,1,40.0
1825,1,-1.6653345369377348e-16,16.2,15.2,13.9,15.9,86.0,88.0,0.0,20.0,43.1,1,40.0
1826,2,8.326672684688674e-16,23.1,20.7,17.6,18.5,92.0,88.0,0.6,70.0,41.4,1,50.0
1827,3,1.5543122344752192e-15,16.4,15.3,14.4,14.0,96.0,100.0,0.0,50.0,55.5,1,20.0
1828,4,2.0095036745715333e-14,17.3,17.3,16.7,16.6,73.0,83.0,0.0,30.0,19.3,1,20.0
1829,5,1.554312234475219e-14,17.3,14.8,11.7,9.6,77.0,89.0,0.0,20.0,42.0,1,10.0
1830,6,1.3433698597964394e-14,17.0,13.7,12.4,9.8,96.0,94.0,0.0,30.0,21.9,1,10.0
1831,7,7.993605777301127e-15,12.2,10.2,7.7,2.7,46.0,29.0,9.0,20.0,26.0,0,10.0
1832,8,4.718447854656915e-15,17.2,17.9,16.0,15.7,98.0,93.0,0.0,40.0,59.5,1,20.0
1833,9,1.0269562977782698e-14,11.6,11.3,10.9,8.4,59.0,86.0,0.0,30.0,28.6,1,10.0
1834,10,1.5265566588595902e-14,17.2,15.5,12.7,9.9,76.0,89.0,0.5,20.0,48.0,1,10.0
1835,11,1.6653345369377348e-16,16.3,15.2,14.6,13.3,90.0,100.0,0.0,70.0,30.0,1,50.0
1836,12,1.5154544286133387e-14,14.3,13.4,11.6,3.4,72.0,95.0,0.0,20.0,22.0,1,50.0
1837,13,-2.275957200481571e-15,18.6,17.4,15.4,16.0,77.0,88.0,0.1,30.0,32.5,1,10.0
1838,14,1.176836406102666e-14,17.4,12.9,10.9,8.1,77.0,93.0,0.0,20.0,26.8,1,10.0
1839,15,1.071365218763276e-14,18.2,16.5,14.5,12.5,72.0,51.0,10.0,30.0,11.3,0,10.0
1840,16,2.248201624865942e-14,10.4,8.7,7.0,2.4,46.0,19.0,10.0,20.0,34.3,0,10.0
1841,17,1.2212453270876722e-14,15.1,13.7,11.6,6.0,59.0,86.0,10.2,20.0,19.3,1,0.0
1842,18,1.176836406102666e-14,14.3,13.3,12.5,10.7,73.0,88.0,0.1,60.0,32.9,1,40.0
1843,19,1.1879386363489175e-14,19.1,17.4,14.6,13.0,70.0,46.0,10.1,60.0,11.3,0,0.0
1844,20,1.1213252548714081e-14,20.2,16.6,14.4,11.4,78.0,2.0,10.2,40.0,9.6,0,20.0
1845,21,7.771561172376096e-15,15.3,13.8,11.4,3.9,76.0,93.0,0.0,20.0,40.0,1,20.0
1846,22,1.2934098236883074e-14,20.1,18.4,15.2,13.3,74.0,72.0,7.6,20.0,9.2,0,0.0
1847,23,1.1657341758564144e-15,18.5,17.3,16.1,16.1,98.0,100.0,0.0,50.0,20.0,1,30.0
1848,24,-1.1657341758564144e-15,22.8,20.9,19.6,19.0,86.0,88.0,0.0,200.0,22.5,1,150.0
1849,25,7.049916206369744e-15,20.5,19.6,17.6,16.4,90.0,97.0,0.0,40.0,26.8,1,160.0
1850,26,1.6653345369377348e-16,19.4,18.1,17.2,15.3,96.0,96.0,0.0,10.0,14.3,1,30.0
1851,27,-1.6653345369377348e-16,18.9,17.7,16.9,16.8,90.0,89.0,1.2,70.0,44.7,1,60.0
1852,28,-2.7755575615628914e-16,24.3,21.5,19.9,19.3,91.0,78.0,1.5,40.0,14.5,1,30.0
1853,29,1.6653345369377348e-16,24.9,21.3,20.5,19.2,89.0,88.0,0.6,70.0,32.4,1,30.0
1854,30,8.548717289613705e-15,25.5,20.6,19.1,12.3,70.0,38.0,9.6,20.0,11.3,0,50.0
1855,31,1.6653345369377348e-15,24.8,22.4,20.8,17.8,79.0,80.0,3.6,70.0,33.5,1,50.0
1856,32,-6.106226635438361e-16,24.9,22.2,20.3,19.9,81.0,88.0,2.2,20.0,25.9,0,50.0
1857,33,-4.996003610813204e-16,24.6,21.3,19.1,20.6,90.0,81.0,2.1,40.0,23.3,1,20.0
1858,34,1.27675647831893e-15,24.3,22.2,20.7,16.9,79.0,85.0,2.4,20.0,25.0,1,20.0
1859,35,1.1046719095020308e-14,23.8,20.7,19.2,15.0,71.0,53.0,10.0,70.0,43.1,1,50.0
1860,36,1.0547118733938987e-15,19.7,17.8,16.9,16.8,95.0,95.0,0.0,30.0,22.3,1,40.0
1861,37,4.6074255521944e-15,17.1,16.1,15.6,15.5,95.0,93.0,0.0,40.0,14.5,1,10.0
1862,38,7.771561172376096e-15,25.1,21.8,19.2,16.4,71.0,88.0,0.6,20.0,40.0,1,20.0
1863,39,3.497202527569243e-15,18.5,16.5,15.6,14.8,95.0,95.0,0.0,60.0,40.4,1,40.0
1864,40,2.55351295663786e-15,20.4,18.4,17.2,15.0,74.0,90.0,0.0,70.0,33.5,1,10.0
1865,41,5.162537064506978e-15,25.3,22.4,20.3,19.8,83.0,81.0,1.8,70.0,9.2,0,0.0
1866,42,3.83026943495679e-15,24.8,22.3,20.3,17.3,82.0,49.0,6.5,60.0,20.5,1,10.0
1867,43,1.454392162258955e-14,18.1,17.4,16.6,12.6,79.0,72.0,6.5,40.0,19.0,0,20.0
1868,44,7.66053886991358e-15,15.2,14.6,14.6,12.5,90.0,80.0,0.0,50.0,39.5,1,10.0
1869,45,3.83026943495679e-15,16.7,15.5,14.7,14.6,82.0,94.0,0.0,70.0,41.4,1,20.0
1870,46,1.6653345369377348e-15,20.3,18.1,17.1,15.5,91.0,87.0,0.7,40.0,14.0,1,30.0
1871,47,-6.106226635438361e-16,15.8,15.3,14.7,11.0,79.0,93.0,0.0,70.0,39.5,1,30.0
1872,48,1.1657341758564144e-15,20.3,18.4,15.7,16.4,94.0,91.0,0.3,20.0,10.2,1,50.0
1873,49,1.6653345369377348e-16,22.3,20.1,18.8,19.2,91.0,80.0,0.0,40.0,12.4,1,20.0
1874,50,7.549516567451064e-15,15.8,12.5,11.8,11.1,75.0,88.0,0.0,20.0,21.9,1,20.0
1875,51,-1.6653345369377348e-16,21.0,19.0,17.1,18.7,95.0,100.0,0.0,50.0,28.6,1,30.0
1876,52,5.162537064506978e-15,22.6,18.2,17.7,16.0,96.0,99.0,0.0,60.0,22.5,1,10.0
1877,53,4.718447854656915e-15,15.5,13.6,11.4,11.1,96.0,100.0,0.0,20.0,34.2,1,40.0
1878,54,8.104628079763643e-15,17.3,15.4,13.4,9.6,93.0,95.0,0.0,20.0,18.8,1,0.0
1879,55,4.6074255521944e-15,23.0,20.8,18.2,15.0,77.0,53.0,10.2,70.0,39.5,0,50.0
1880,56,2.3314683517128287e-15,19.1,17.5,16.8,16.6,97.0,95.0,0.0,40.0,23.2,1,30.0
1881,57,5.9396931817445875e-15,16.3,15.3,14.2,13.3,92.0,95.0,0.0,70.0,34.8,1,30.0
1882,58,-1.4988010832439613e-15,24.8,21.6,19.6,19.1,87.0,88.0,0.6,50.0,16.4,1,20.0
1883,59,-1.7208456881689926e-15,25.2,21.3,20.2,19.9,79.0,88.0,2.0,80.0,26.8,1,30.0
